timestamp,moneda,precio_vela_1_apertura,precio_vela_1_cierre,precio_vela_2_apertura,precio_vela_2_cierre,tendencia,apuesta,monto,modo,binance_price_entry,polymarket_price_entry,market_url,fee_percent,spread_percent,raw_pnl,pnl_after_fees,simulado_pnl,real_pnl,saldo_before,saldo_after,drawdown_acumulado,price_discrepancy,coincidencia_sim_real,comentario
2026-03-30 05:15:04,BTC,67752.940000,67660.000000,67752.940000,67646.150000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.137%, c2=0.158%, umbral=0.2%)"
2026-03-30 05:15:04,ETH,2055.940000,2054.280000,2055.940000,2053.440000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.081%, c2=0.122%, umbral=0.2%)"
2026-03-30 05:15:04,XRP,1.353200,1.350700,1.353200,1.350100,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.185%, c2=0.229%, umbral=0.2%)"
2026-03-30 05:15:05,SOL,84.080000,83.980000,84.080000,84.050000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.119%, c2=0.036%, umbral=0.2%)"
2026-03-30 05:20:05,BTC,67752.940000,67646.150000,67646.140000,67663.770000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.158%, c2=0.026%, umbral=0.2%)"
2026-03-30 05:20:05,ETH,2055.940000,2053.440000,2053.440000,2053.750000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.122%, c2=0.015%, umbral=0.2%)"
2026-03-30 05:20:05,XRP,1.353200,1.350100,1.350200,1.352000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.229%, c2=0.133%, umbral=0.2%)"
2026-03-30 05:20:05,SOL,84.080000,84.050000,84.060000,83.860000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.036%, c2=0.238%, umbral=0.2%)"
2026-03-30 05:25:04,BTC,67646.140000,67663.770000,67663.780000,67667.460000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.026%, c2=0.005%, umbral=0.2%)"
2026-03-30 05:25:04,ETH,2053.440000,2053.750000,2053.760000,2053.700000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.015%, c2=0.003%, umbral=0.2%)"
2026-03-30 05:25:04,XRP,1.350200,1.352000,1.352000,1.353400,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.133%, c2=0.104%, umbral=0.2%)"
2026-03-30 05:25:04,SOL,84.060000,83.860000,83.870000,83.830000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.238%, c2=0.048%, umbral=0.2%)"
2026-03-30 05:30:04,BTC,67663.780000,67667.460000,67667.460000,67665.000000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.005%, c2=0.004%, umbral=0.2%)"
2026-03-30 05:30:04,ETH,2053.760000,2053.700000,2053.710000,2054.560000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.003%, c2=0.041%, umbral=0.2%)"
2026-03-30 05:30:04,XRP,1.352000,1.353400,1.353400,1.355000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.104%, c2=0.118%, umbral=0.2%)"
2026-03-30 05:30:05,SOL,83.870000,83.830000,83.830000,83.870000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.048%, c2=0.048%, umbral=0.2%)"
2026-03-30 05:35:04,BTC,67667.460000,67665.000000,67665.000000,67648.010000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.004%, c2=0.025%, umbral=0.2%)"
2026-03-30 05:35:04,ETH,2053.710000,2054.560000,2054.560000,2055.140000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.041%, c2=0.028%, umbral=0.2%)"
2026-03-30 05:35:04,XRP,1.353400,1.355000,1.355000,1.356300,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.118%, c2=0.096%, umbral=0.2%)"
2026-03-30 05:35:04,SOL,83.830000,83.870000,83.870000,83.880000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.048%, c2=0.012%, umbral=0.2%)"
2026-03-30 05:40:04,BTC,67665.000000,67648.010000,67648.040000,67549.700000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.025%, c2=0.145%, umbral=0.2%)"
2026-03-30 05:40:04,ETH,2054.560000,2055.140000,2055.140000,2051.760000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.028%, c2=0.164%, umbral=0.2%)"
2026-03-30 05:40:04,XRP,1.355000,1.356300,1.356300,1.353300,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.096%, c2=0.221%, umbral=0.2%)"
2026-03-30 05:40:04,SOL,83.870000,83.880000,83.890000,83.760000,sin_clara,N/A,0.0000,SIM,0.000000,0.000000,,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,100.0000,100.0000,0.0000,0.0000,,"Volatilidad baja (c1=0.012%, c2=0.155%, umbral=0.2%)"
